Country,Year,Energy Type,Production (GWh),Installed Capacity (MW),Investments (USD),Population,GDP,Energy Consumption,Energy Exports,Energy Imports,CO2 Emissions,Renewable Energy Jobs,Government Policies,R&D Expenditure,Renewable Energy Targets,Average Annual Temperature,Annual Rainfall,Solar Irradiance,Wind Speed,Hydro Potential,Geothermal Potential,Biomass Availability,Energy Storage Capacity,Grid Integration Capability,Electricity Prices,Energy Subsidies,International Aid for Renewables,Public Awareness,Energy Efficiency Programs,Urbanization Rate,Industrialization Rate,Energy Market Liberalization,Renewable Energy Patents,Educational Level,Technology Transfer Agreements,Renewable Energy Education Programs,Local Manufacturing Capacity,Import Tariffs on Energy Equipment,Export Incentives for Energy Equipment,Natural Disasters,Political Stability,Corruption Perception Index,Regulatory Quality,Rule of Law,Control of Corruption,Economic Freedom Index,Ease of Doing Business,Innovation Index,Number of Research Institutions,Number of Renewable Energy Conferences,Number of Renewable Energy Publications,Energy Sector Workforce,Proportion of Energy from Renewables,Public-Private Partnerships in Energy,Regional Renewable Energy Cooperation
USA,2014,Biomass,56292.827226075584,38723.73703202145,3013109346.574737,682328992,152965700970151.1,452586.9739676013,5083.197037569815,29355.111390952505,430473.0652176367,539827,0,6823003988.894919,0,-2.2629372532239644,2817.8938013801276,192.17721369287506,12.712949557608907,5.846389631392846,0.4150255303095651,23.051173529637804,507.65993318410125,0.781107734691707,0.26579070984215253,155672515.06036043,676464846.4131718,4.613600757938645,1,74.26376846059279,79.12301945996862,1,187,0.5168108815089789,1,1,26.572259915030415,94.21203743646879,47.811051751927145,0,3.043046390381048,5.105429666705574,8.275693106738045,6.158980917697299,2.6897813125873657,78.74102372784016,79.8410927404252,27.876009323753102,491,22,3629,336294,50.704226883392565,0,1
France,2015,Solar,94798.62672090495,47275.35414191369,5547693023.765679,67587786,90664942533101.55,279778.03360334225,36323.70353356271,69777.96162282565,491874.1093833686,256872,1,7889344021.137399,1,-5.528018187224323,2904.3974145345246,262.4964977939977,1.7907385548305954,69.11496427742996,93.82138724316074,84.94366927264338,288.9894006412367,0.5743766610618838,0.2817010490440697,550868004.3613105,749122823.888455,4.954228340628041,1,59.45625985175701,4.829999824864206,1,712,5.251805791222165,1,0,19.772444494834176,16.56104296203742,24.864845843013295,0,6.235878605468167,8.741249935091698,6.3288837987588575,7.441215700367707,1.9344523431524185,32.902689888823964,27.52985024375193,20.14832893900206,23,15,5797,987880,43.694451276532845,1,0
USA,2008,Biomass,80532.48960491431,38555.18089401291,5614408838.231123,127625675,24763254629115.773,93576.85165975126,36180.19865858326,84952.08515621947,224389.34084769487,349373,0,6645697503.306385,1,24.450953144327272,2266.998743682841,104.16415146211753,3.8470520141327604,88.84075772756984,92.17203109607907,4.75035319559206,387.1885194460457,0.9605777116247675,0.17831268813545914,381461344.78885466,40938714.40356314,0.7295297411291735,0,99.25246512414374,67.72348881094877,1,583,4.954380446831711,1,0,57.01155474348867,76.60720540527971,35.68351623622355,1,1.2131716064732578,9.932332212616675,5.8732142443127575,1.7859472759878081,8.843338441534387,53.362202128873534,33.923339076166904,92.89346316228523,647,8,9381,58867,0.2555177584864121,1,0
Brazil,2017,Geothermal,59350.317717744554,13730.332919238055,9742532681.615803,990837953,45340165926859.664,170177.63091460726,7450.741295064316,6516.292796316764,618544.9252903342,174390,1,7924435410.906727,0,-3.638963800170888,2915.8948684329503,274.0837494357356,14.264083362213366,68.94170591411034,38.03564762584993,99.54379267466682,884.5506467490501,0.6189651202553628,0.21210700961044732,520132751.5909723,15048319.324628225,4.735132671107607,0,84.47647755067172,94.79183492270454,1,735,0.20785817175403287,1,1,83.39601887268967,94.71556192693576,23.336791212589723,0,0.8894006483797456,6.370565122623022,8.485876660892613,3.013383235773437,1.0758918255464545,83.92862811142614,31.486004287335977,34.502099746071,665,53,411,7366,38.28477991322992,1,1
Brazil,2000,Hydro,42664.090966523945,25558.673981289427,8940697480.372469,297899552,15774027058597.299,979704.3862878673,14892.779588390558,53494.2474278687,644001.0007174477,610640,0,8907935124.117065,1,-7.7769594741489945,1473.3096981316573,286.1773033595656,13.953736390162133,51.147319485342116,65.97508382629402,68.65517438562428,514.9441745485778,0.7506578912136376,0.26871598715066863,310893242.80311155,376285662.3443148,6.784267489229529,0,77.48288226671572,17.685385524285813,0,3,2.993601414611687,1,1,31.779061975321454,29.057449388197586,33.59259384414259,1,2.448774827440131,4.459934742599013,1.5323429038513625,1.386920095780475,5.444333240867065,57.34602906761018,95.54254294182,72.76482620799347,227,44,533,412836,1.8813019999073588,1,0
Canada,2016,Wind,39614.63852685872,12632.335866306941,7079327275.187092,1175681355,97160698297628.3,171977.5091874641,76705.77250328014,91344.27703565694,188023.5936401795,656258,1,8747548938.456821,0,3.8720323742521696,1393.3902960101511,126.75670754023756,2.4591727104862233,27.440396435292904,41.06154928112651,23.837446516301586,849.3650317050995,0.2689669774461212,0.3753052273853649,716184097.1964879,533538280.7176753,1.0663532042034818,1,65.3488602608277,98.76010706706195,1,513,0.09274600319419068,0,0,27.830549932270245,73.37625799943929,38.31520119689398,1,5.375362181906351,1.6038892539457617,6.123152808921077,1.9656485564327486,2.0341402824487034,86.02029854590883,84.9554224789919,9.959586421882172,286,12,3736,192407,86.11437483674884,1,1
India,2011,Geothermal,38268.188688252805,43107.39266418596,9671811755.326519,1122524178,147038738457850.72,763277.9045199422,99493.83296364539,27587.0570551957,251698.37499084743,147706,0,825697189.8132343,0,-9.546146970393446,1432.6409461333517,240.1969401140849,12.170629433993906,47.160058549369154,87.5823283038255,74.45386245652517,753.9489001483537,0.5972796983434784,0.235369935980404,635978343.3344326,798532740.996968,6.497244523570041,1,25.157531876024176,97.9164108900818,1,331,2.829003262098343,1,1,49.89460006702491,66.63969106414655,78.32542190044953,0,6.006696737933891,1.8073169603367012,4.838889217602532,8.233970549263931,0.24046728038471077,33.51718834987304,93.320719342747,16.818828270153052,102,48,1833,396658,52.40027083851514,1,0
Brazil,2021,Hydro,53794.42942140604,43037.136223563284,5304281705.090711,564230377,82438739357647.14,152046.55751967544,59466.51086700445,9136.016160915122,141380.5861558778,206139,0,8484906644.103093,1,37.629468342707085,1968.9997574066585,145.7211882091642,4.643929737063351,73.90019705814991,66.64650350360888,47.624935878007,720.3376960782421,0.06944017493142662,0.28438010395442337,541769288.5559673,207620482.3548487,6.4532849518230995,1,78.11051063341647,59.06935535034536,0,635,8.455241391745545,0,0,43.16538509794934,79.1065166813509,68.4130146212952,1,5.3878782591629015,7.375553344086271,1.2033923625367415,7.062220240341678,8.451201204575872,66.44437174161243,38.980683365023296,67.66270517286658,180,7,9447,189123,20.819974294972234,1,1
Japan,2017,Biomass,58185.47948052114,11940.370076440035,4587954155.023322,914255841,116492029729535.16,659847.9508006683,65627.36031157448,92412.08389253558,597545.854860879,345147,1,150901945.77990574,0,14.748977839522734,2535.011689418839,121.88773894658533,3.6136961984050426,16.959398014618554,69.64197222926617,87.56028437451003,73.85782819724895,0.3909038668361602,0.4343944996898964,604920762.1595209,887802039.4125507,0.3025285773674147,0,0.23303254770961068,66.46221038913505,1,9,0.08506645652590628,0,0,3.0308089873752553,22.332850793162063,27.467042954994014,1,0.12190263609787588,4.676471096728987,3.468312698385385,0.23106623730583142,7.836552439161287,82.503346689931,85.54516454279512,53.66925866322377,373,16,5660,48071,45.964831508619696,1,1
Canada,2002,Solar,86377.61445478526,7766.3492368597135,9334785343.604443,306281327,45866223612447.836,334341.9290038419,7382.399861729409,44462.74675904087,470240.2282674825,684617,0,6850135835.557077,1,10.524597226677464,2730.564176624193,272.1804116066688,11.346789342865417,15.485931193058967,10.65017579653118,45.863653388053784,8.313094652498078,0.2809587102934853,0.4854687781006023,755503636.3819233,31702073.59988654,0.9471301736056614,0,64.29648991989441,82.82980566153714,1,683,8.01806108004212,1,0,72.12160369594459,21.468348631998403,88.95023072840819,0,3.336552966065962,4.562311003430461,3.1584597250912303,8.243372821766021,9.790671406758761,31.76174622728568,96.78543411764991,58.94381094347702,791,73,6890,787219,85.67575056009092,0,0
India,2023,Hydro,84798.4834185093,22347.232872272492,8667662713.547974,1169615083,113948281537971.94,153617.5924859249,25926.87358191648,35967.443456898,301218.2285731881,450333,0,9515810337.053038,0,11.065570314844933,1916.8092283007313,119.98731380599506,6.70808593224365,59.73748276210079,76.26615472191965,76.77839894775049,5.133316273738412,0.08950222798800711,0.25406998099518674,840770924.9075115,985617610.812768,4.8257542949297205,0,74.1830455006824,65.29790892981428,1,775,1.7702662297588956,0,0,78.045621661788,95.636637645192,62.45375128649206,1,7.428956816713033,4.092706466092356,0.8760614021421032,9.4612379216767,6.058392108039943,85.54478599880268,61.2919622928886,31.803281983633948,836,17,6269,467645,69.12554098531697,1,0
Russia,2015,Hydro,38096.46055588662,17814.417504063542,8976841660.266478,1332698921,58843461062850.15,203575.3117314707,56433.45165094369,50619.42922039029,531891.2089009415,648206,0,6504491011.0041685,1,24.158532801234337,572.7926690173726,131.90784685302955,7.9487517108105425,31.053913763614805,85.29547471595475,45.357610356279956,992.4392242020529,0.9964730746667524,0.15701298040234843,330827966.24021876,365485825.2782679,5.658416277276316,0,78.51853423519944,2.425857377613705,0,397,4.752878240204134,1,0,46.45820677108481,70.20207633508984,37.424444791382975,0,6.980012797021297,6.915995878155053,1.1936291042225677,2.213026164633628,0.8026225557203504,32.43445782633434,70.68872346934594,96.22603741552713,336,69,6203,744731,20.033812117473502,0,0
Australia,2011,Wind,66309.78374518687,24848.71719418892,8665725401.973091,1421296869,8113434617953.86,649394.5141081121,17280.80075798762,94963.0952740627,64643.0955432493,986333,0,4005532078.1267395,1,-9.603315497790495,1976.378472374683,192.86540295107545,9.082147738752976,45.3878526677179,97.97621710995897,88.25001107712328,48.81503416139092,0.502317246253448,0.24717925588444,666840639.7747594,48156325.18943011,0.7515382730925213,1,48.540669162764125,28.826234505197277,0,924,2.883480124921739,0,1,48.17189830028078,16.750910518600836,74.94035803863653,1,9.354917341687436,4.335073472501566,4.487781807693983,7.500024045890078,7.1920619907149606,92.491110311455,65.27926510240556,62.161130748677195,548,46,8141,506581,3.3960620860570057,1,1
USA,2022,Wind,90935.51340283471,13932.6822413506,2908167646.668547,367916344,160393869720275.4,61699.014368302596,76296.8933683554,96011.2804173072,626334.0212946472,690468,0,5910313734.889698,1,9.537695913300169,1280.6111000623487,258.8622234768937,0.5877067157172505,85.48728565554656,78.34792106367543,72.99318323808885,811.6195463465212,0.88728936889289,0.054660503616566256,268020799.4173934,582628056.1611795,7.073753715684119,0,48.87422093673549,81.82558332679277,1,864,4.851288680543505,1,1,51.6226631005955,76.3827396098021,78.53916812634706,1,1.5307148725872,9.686041093359409,0.08963119130215635,7.606188370682108,0.41247049788275425,43.4977254313922,9.232692072333304,46.71575561030639,822,27,7361,69247,7.638158381399518,1,1
Germany,2020,Geothermal,99645.58063513364,870.6629813104257,6751842586.274053,197029048,31764626275918.15,919120.3597844972,76144.17201624335,21032.123473233754,743535.4384802493,680614,0,5855978816.782438,0,-2.6205264845085807,2374.138114217179,271.5871685297593,5.130051728436704,65.40612502738156,9.615245320250644,46.152036988585266,613.2337844347887,0.009543546048293328,0.298729918590103,514104957.7423378,568540887.6377314,8.314109377873303,1,18.727079775976073,55.41403961347906,0,276,5.568141399635197,0,0,81.73094563622301,86.88372729735767,63.77898111811261,1,8.716221934445933,3.0272617729192417,9.700481565593094,1.688716524016337,8.179794377304667,83.50961399495527,40.62491838915139,14.895704917085217,67,71,1149,773759,73.86177042831282,0,0
Russia,2006,Biomass,42149.77715553281,1869.7980862386894,1297306492.2021146,1096514120,83086225055818.33,609317.0541270807,58072.09731990243,60760.817197622884,64291.24886636041,551447,1,8622834037.675571,0,-9.5244124873355,2212.714282102293,281.0346417116822,6.728783185281799,26.95513488189648,18.930034177383813,78.42764043303173,510.55890226840523,0.7162524515800763,0.2853930972808621,767438630.6223563,460188135.87656295,7.410447286229931,0,46.28515368213674,50.87098437455795,0,607,8.163254677829446,0,1,54.610289123504096,52.81835926756487,91.62562859471784,1,1.6864522727696418,1.8063918904737675,8.062960127624706,4.184065404648679,5.183330226877837,42.14604009558569,48.685682746151585,3.6122343736279205,749,62,5254,591536,45.817338756669756,1,0
China,2011,Wind,9401.208803653197,17685.953367183778,8480245371.497422,915203239,127212220982199.05,95614.4064984066,75630.9996997826,1439.28957691889,903094.4509031432,89021,1,6573511673.870043,0,32.147177734104844,1758.603991207349,253.68646558605263,11.175106724406222,17.41062645611858,1.6508167848316657,14.213871125121347,385.7282843923339,0.390294709719054,0.3843821734870425,848109571.5164578,884731911.7465197,2.533792625273742,1,77.10691029430807,64.99088119135375,0,530,0.3054722371278884,1,0,10.272334597577238,49.28783192208479,16.539475999803166,1,0.5591227298920165,4.4854944962503875,4.8641912107532725,3.513755541268524,1.373538222454601,74.84467003886151,2.548117364604674,67.00306319081574,770,2,9552,783960,53.738451685076896,1,0
Australia,2002,Biomass,38314.889195370866,34763.389914127336,3158583110.1110935,48738229,118004706625663.94,420872.6939284919,34060.52771614354,73057.87374066027,873681.1266431793,365174,1,2156778021.882453,1,0.5209164532827906,2838.0565389161106,208.52564280890192,4.5059611392377406,97.27332647504535,69.1313350246822,52.63944029228522,425.0823375678675,0.3570852945979759,0.09651378449097654,600373011.7468919,767944796.4950017,1.659295352699931,0,39.69665106411833,86.1517227923968,1,332,6.65139545119184,1,0,16.784237008565505,46.85731934951289,51.42893277659759,1,5.8126049906945525,9.48785677404526,3.6325646605270876,8.125103907483888,5.8946729012036725,91.56532120130443,76.37965278650394,11.619085094501546,721,6,1457,860066,81.98148564362204,0,0
France,2014,Geothermal,33928.50185534758,23373.031817389277,159466624.94901562,526541294,144624612883575.25,366332.1453009696,50318.541351856155,6997.24664583181,317741.82310798403,507478,1,1479506742.6717525,1,33.821917233927536,2392.5704162962265,216.940691859074,10.888596955183129,39.77639097116041,50.20446637035509,16.63340585758729,217.6813678902188,0.04818101130378327,0.1671950251624787,179273954.36413422,434333196.44876105,9.480777324263117,1,30.32357452179273,18.862389075974594,0,745,7.271015553307506,0,1,29.011106491714646,34.50513438265945,51.98281258966916,1,2.130180945365682,3.4064046748482166,3.4589911601983756,3.4338096618781124,6.942157839191941,25.739708379801595,0.6897141922570516,92.14466248851596,165,21,4440,134646,34.35142711043285,1,0
Brazil,2000,Hydro,7654.024139818287,37439.17069310824,4537148938.883117,765496648,133955228464849.61,779946.582214199,86776.29892821732,23338.93006307775,284094.7740657399,821307,1,4692834392.276256,0,18.63480516576031,2101.8391106068348,268.43688076244814,9.851090900802207,70.99473609932001,93.32441574539506,86.85156208561516,751.1003591413794,0.6319621853348442,0.41002921682882565,317335341.8357589,602640182.5158458,0.33136143208504887,0,76.68790656081677,72.68264074354474,0,354,6.157739973706643,0,1,58.91781904471598,31.156411975960076,46.74008484896408,0,4.365582106327308,8.843070339393302,4.986989631821002,6.357144341643419,1.5338679105226871,83.82919894532559,23.77833194191712,12.05968059323389,935,82,9721,310339,47.4449066177557,0,1
France,2023,Biomass,40473.09541559152,40487.27159414086,1391570840.4480157,1361546862,26064941857168.15,353389.3017972267,9584.278053459559,2844.5721906145095,977735.6981296708,858632,1,5213055511.575612,1,10.66575367917103,1554.578185438933,166.3218085507116,8.61375827157143,86.1694555548425,98.02070724023052,86.84851652623857,871.4391659320898,0.22525271527062785,0.1096338901189311,473429055.0624361,278709746.0249206,2.297377256824894,1,59.195884555187995,10.467590017122363,1,390,4.538778884113642,0,1,6.080340735116696,60.899172797802045,46.03027563614363,1,9.01271374015515,5.836571322297143,0.45950345280972305,9.947203855442657,7.7277936979718165,52.12326748696192,79.12196617229054,9.239323068897399,649,85,7389,586053,25.080699461961242,0,0
Canada,2019,Biomass,39870.29466072873,5002.91734874118,4101297509.012075,796254178,49789780458156.56,337348.0163182013,96065.96472518824,10050.953436663289,656717.1496875652,777644,0,788746748.7524043,1,-5.468749456982438,1629.4034193006112,173.88092568991084,11.084564064646118,73.73087168182275,74.6843525376524,14.991903579771094,464.51237490114903,0.3477306924010787,0.3103292132205242,181513797.2073155,359982600.7187276,1.1251052698082953,0,53.75979584855227,11.151007930304813,0,283,4.451201438314005,0,1,14.107653136844867,64.69715003785727,30.940401829263408,0,8.981316084638603,6.245019133355339,4.580682147134558,2.2927446217560754,2.4876422298920198,93.49427916775913,45.119788391988614,78.81524923071545,368,40,9610,630724,41.2052648127222,0,0
Germany,2023,Geothermal,15387.510609231096,42379.430895799145,8576739103.870277,1051266526,32835893999917.71,424807.69520911976,22903.279596770542,9369.732062630834,120141.65540919441,948314,1,2500704644.205485,0,31.722873947771234,2452.6995040522543,274.47159524645804,12.34103487569347,66.18527803427678,2.476552204531679,79.78801608789817,563.9102588262289,0.6595468333376525,0.08385280426817002,118188299.70106387,806038187.0310725,0.7663901379599414,0,3.4036604895048894,52.45408304105381,1,856,5.960508791751181,1,1,16.565346722617324,24.05880725698205,77.07530519254277,0,9.578969143448951,5.682671801404587,8.964551371920047,5.152329489856587,4.998015823666247,22.31766342539259,84.45775565556688,55.16801404381315,949,85,1380,572472,65.65820434338033,1,1
France,2012,Geothermal,9844.109666555563,35605.55130611317,2807463321.686791,1020038801,44847300231449.72,339022.76320550963,7563.662543317568,12637.099866249158,770866.6729085774,743062,0,6693438099.530491,1,32.36417933547073,2560.8312801229836,173.54703055009324,12.199785863376313,23.41626154023476,17.019197325077773,22.38210596339343,177.96055373288405,0.1607541816602519,0.3155706609892882,874856141.0485336,314641709.0649203,9.698221652613169,1,88.52260101108726,53.71761814094794,1,573,1.119245402146365,0,0,82.41862580595148,10.383154381992664,26.918345672363564,0,0.34536962392106574,2.3546820077334507,6.483983599418685,3.708424270477604,5.954155536825149,54.045040011462774,1.3813387186699333,20.653705160199898,912,92,407,117196,8.398234306092645,0,1
France,2003,Geothermal,9296.287921708783,47662.85973802317,8094899650.3848295,1292275950,161699959142609.84,388826.7998187451,91176.14321206046,47001.699361559404,45876.14416927982,245770,0,6141781066.687466,0,8.4249477746339,284.83164389138426,131.1632482323245,11.265776088382895,8.865616140305765,83.63925645991887,52.8424550012234,840.1390580557556,0.06055442902277253,0.4648147713706259,439178500.5515005,107725693.67376767,0.4350417495658687,1,75.21363938691019,44.05887334812345,0,904,2.493397592612834,1,0,96.85888305291911,28.420441436247646,93.16356754294151,0,9.59477403410647,9.561735537785966,8.98732064243984,1.423384902020155,6.226815138904093,34.38451793145014,53.847797424964085,89.72781508653573,14,92,9382,378631,98.65276494048774,0,0
Brazil,2017,Solar,17077.17158309806,2247.4895084309787,2631362443.6255198,69857976,80665010669550.27,42222.477991680214,33215.874613771244,12899.533961922616,84013.60251944892,386952,0,4054423340.1489344,0,6.2273594351071075,758.7045238947155,127.4459390624542,0.7708370857014535,78.08696856461134,38.88860266401335,12.862726573649919,969.855562888572,0.3645531900231267,0.4408913188268194,630590342.7711879,981790098.8383559,2.8890562703755727,1,56.34913100733424,20.698615251829576,0,364,9.380107169371996,1,1,17.97385005205845,5.737099455440752,26.601955393299313,1,8.622235869338637,9.450754211295374,8.981380747370558,1.2468985431545876,7.79696741047347,85.98891322422698,68.22708982995525,76.90578197791191,820,23,4003,580968,57.95428864442948,1,0
China,2003,Solar,73494.67374530718,3954.7417111243053,1866391135.6876922,164676452,36658718121717.61,721465.1747098549,63976.94975383323,56069.33650870024,480901.7942680101,951594,1,1605377760.0881333,0,26.650957457792074,1647.8869181725884,269.502098685149,8.27771526416192,52.28279493706768,58.2828289847778,4.673197170023402,963.2763308969326,0.40547385410856196,0.21732951940225403,200027917.07292703,167378851.26807648,5.357341627783363,1,12.865094624577544,21.88496602998319,1,218,9.549990991763648,0,1,81.58350639050212,93.11536646101463,36.667278412561075,1,4.782177894021783,9.164372690223907,5.280995983824724,5.338540439642085,5.549576383147086,63.73018450695823,42.290274872992164,10.316745568643714,143,73,2520,150064,12.841463842820456,1,0
Canada,2002,Hydro,7237.32796585778,6424.024130603767,308524799.79534847,806751448,18643395841435.734,791495.9547587401,19548.910853918664,5760.696520058309,779746.6314581248,795392,0,2729749862.4354715,0,17.718987707491138,2749.903736951403,190.90459985466165,14.865853219537827,25.4864477594838,95.27968476906783,5.047153682759142,797.4156719609235,0.172423074955821,0.40010117162980147,842777996.6276057,457627302.5032901,5.672463240861363,0,1.528091615703575,14.183580857961264,0,302,1.356318211936357,1,1,17.38663064383926,49.470079343594534,5.37063051780764,0,9.782615531197884,2.620882991794949,4.394267971520466,2.327970326764012,6.147707394992709,10.694431389646986,20.83718871905853,54.12506964868984,647,40,5497,514398,80.11898478782751,1,1
Japan,2007,Hydro,56216.969853335075,21231.647164459664,60742971.92462938,972824478,40495006210386.4,871710.0461051437,94400.89828166181,71026.11815501898,825539.5759363403,644588,0,4892573965.254572,1,5.156039336533706,2887.282303117165,175.52776215648618,4.601273104025011,68.70635103633796,70.94889002036544,65.01915393709238,180.09270350685043,0.8878345983813993,0.4374701531691343,918996627.4705515,112891547.12124345,8.023529875611748,0,42.62662934854825,33.18230402599828,0,79,6.9402913036530265,0,1,37.33506635821205,19.569432015409184,18.66484890497251,1,4.33530094566557,0.651271552750794,2.885605166797519,7.193748869336405,6.708994088328964,92.75782709428796,10.106446198090746,74.41151042783154,1,66,2452,393338,94.94236946946776,1,1
Brazil,2015,Hydro,25015.99173547006,22730.428149560586,55932250.18294268,1144139237,15209088423576.486,226284.32709401767,31892.426974651433,97901.62689749883,618954.678444762,454802,1,3191540493.0453043,0,-1.2305261477672769,2523.6877037022014,229.1207092848519,2.0953556591272116,84.42305035278423,96.93801494662739,3.4091524679035756,336.10287845682143,0.35075193538595817,0.2212173844051954,247770713.6644788,164200631.94355807,3.4788871880844385,0,48.50841820070932,20.917664448820293,0,359,6.85126621128542,1,0,39.09954163828083,79.26293420121252,11.761230823420698,0,4.624636343822402,4.76663242952956,1.2741768217228955,8.00320379523348,3.803665004665625,60.22611091281521,15.786867894976464,69.9605589252064,69,78,9336,447897,6.726843777934121,0,1
Japan,2004,Wind,39573.037967223725,1090.7619407581951,6599479390.512782,716111526,5255730283018.486,792460.3916989315,99060.98816493402,82749.66796048766,929525.8834346748,864396,0,2536902355.35271,0,-9.98178687950694,870.3917974212267,267.35231065924256,11.398842806331833,64.00527957553417,61.867701119445414,15.720511897729217,246.89359847540362,0.1283540995274557,0.30285745992410074,763987577.9790926,928613287.6909058,4.439407655057646,1,29.329030454192328,42.350485857690224,1,38,7.982233246473072,1,1,7.86688604562622,38.22769550142658,58.90102636449854,0,8.464365797768068,8.243283429204173,2.993818732948684,2.1144287210993284,1.0796631621430208,81.21443214621569,25.91674119921895,37.047701738651725,958,16,6256,696364,86.83003673322895,0,0
Russia,2020,Solar,54874.323999112676,38393.03573374771,2044303326.6994777,715943496,164343122700182.53,454605.3188622217,40476.10591305824,92059.71974731615,175220.82933076654,810742,0,818352390.2383614,1,-7.7471822525940395,175.62649598855165,170.75010230151713,4.924235257492188,57.54169939586126,28.161409558424822,57.718397472455116,567.4979251177949,0.0952304273591974,0.18348754671186163,914594861.7150241,434400468.2363885,0.27730588464290773,1,78.15415101797645,14.824472989430115,0,80,2.1746813557975075,0,0,4.684686781899183,42.50899316045555,73.18233647466799,0,3.0805579540816175,3.1727058298395083,0.9604737552165044,8.245124506763194,6.037468697435121,5.610974003420354,80.55058033116245,12.955767629302672,872,89,121,449420,3.286851375496147,1,0
China,2014,Hydro,42395.38256335693,9781.239852628318,9215773650.807615,1045114405,115498848674514.36,646904.1666053821,1565.7959986157566,72853.23550676029,879972.8435104274,67901,1,4630405288.261541,0,-6.451138055819163,2336.9184737440314,101.6837949440212,7.940431804583063,59.723869444906576,7.398941917443336,70.35822783209117,423.89301636059565,0.5696864245848606,0.3696129683942809,417880291.8941179,271233628.2920517,8.838774069387734,0,75.52993177128887,45.23103365897987,0,795,2.616880772420258,1,1,97.91667959673099,60.80639455350902,50.20423332700741,0,1.5081706842105835,7.091765449649612,9.78911376707588,3.613088181971068,8.435999341807952,1.2296817993261655,99.18924797935249,36.24978408964991,288,87,8705,83987,32.89740569166698,1,1
Germany,2007,Biomass,32093.01883156247,15747.218233606514,9207687957.756718,1384811590,129872274360361.72,337583.2130502801,73902.43616314772,49544.464034189856,773807.6042288375,472594,0,4810957631.125745,0,7.770364592127812,2478.675888883035,124.0725794418918,4.368122293413183,47.12753451577299,76.5027644704247,88.60079441158815,678.8039305335446,0.8249522684456607,0.4322938799881213,983484557.0266446,815417223.5110966,6.742357076586913,0,89.78462447150041,22.031251656865958,0,269,2.5004233362367856,0,1,8.817618064067023,9.0832309292588,65.61261670358188,1,6.286133380752721,5.856357281324721,2.5869786319578947,0.9387002365080788,4.112920844880562,95.67307828258068,87.05613207223207,57.22566553043432,963,22,2143,809564,80.40739696362888,0,1
Australia,2004,Geothermal,44919.29850938142,7846.76517568522,1621523197.8926654,925225279,23605351305972.395,543438.8583017057,2834.210805262216,75171.27818253177,663600.3458317391,542873,0,7403270616.112015,0,14.259881357572489,2700.1438457041904,190.5789239983803,10.263813109019699,32.68430774026441,22.29488294691687,40.290432349923634,161.46800474317743,0.4248865949533117,0.05555230835064852,564799012.4589639,31669625.924531557,3.4062185030082617,1,38.050122118237596,10.064451486441916,1,187,4.954974177443141,0,0,1.439675987172695,90.55965439538298,21.961664089188748,0,1.2762969784814315,8.176493793244784,5.162789932780076,4.264955118888531,9.228334233314833,50.04070662537077,82.31916425370605,21.071100846735092,234,38,2474,156361,52.35373634192708,1,0
Japan,2000,Wind,86718.38100649088,15723.477909914169,1736973482.6930156,1290873705,55972405975502.69,92274.4576218143,8513.86707164553,21176.092759875002,136932.80468155522,311620,1,4990462203.737271,1,22.960966373462156,2735.990948256484,286.7397335688486,11.421320155216227,80.89129750551197,46.726659585721656,64.49560735638599,221.42496787144202,0.5217031981715888,0.24991323182219394,182559992.7431152,140600174.5448091,0.026643600085720642,1,79.34124141558571,11.887462700277096,0,5,5.63232306794777,0,0,71.16313468401319,22.354773125777385,88.57890055157394,0,1.3407905549819688,6.848798621903517,6.186674684197012,5.7214216121850185,1.5727871790979964,93.61585680293129,17.614106728552226,24.889143168758498,251,65,6869,174501,33.58521861494753,1,0
Canada,2011,Biomass,74260.19342389615,25775.751016661165,7517176691.78634,380493617,59596066923330.66,520758.1313538285,83904.92928800327,17372.29073857604,949018.8134901605,973184,0,285367615.2334174,0,6.21781569973048,1182.604164177081,265.6178906399924,10.360900145903136,96.62851263656334,50.32914656785452,33.65801955454161,60.20395226698713,0.029620293049107294,0.30795714077581793,240737083.94765702,682456729.0690974,8.038010620340351,1,58.45744709132734,17.761370189117752,0,976,0.6634482851033507,1,1,64.46041247228574,1.257978529034709,12.904831783537063,1,6.708267547933718,9.557277039781312,1.6534518746940363,3.985938757995351,8.602535717474503,40.31145945208204,15.094651873550635,74.99683757507988,182,34,3933,389555,10.857962903425388,0,1
China,2015,Geothermal,52680.013171743456,5776.6905703921275,6962331775.9466915,1224208915,134287633626628.19,889366.1206560209,80510.52701293507,31805.610451667635,350326.7780880518,999319,1,1774416775.5441854,1,-3.618735507099787,1645.850439078819,270.103588259303,1.6890599154331953,96.22231732528486,74.62744529171052,49.34543005543806,148.8938442816768,0.6780203140292902,0.1866372347544304,343986620.8686491,473587183.04232866,1.4233232116416838,0,45.7431920893306,14.393485263303807,0,95,1.105765088935129,1,0,58.11419436213361,52.90767029253555,7.443094266559802,1,6.13862456210552,3.87517007696899,2.9928502289110326,2.7456331217827126,9.50446025853798,8.977524795940806,12.897207876529226,45.30113050995106,199,96,4235,691898,81.25993625538564,0,0
